 000000">\n 	 : 1
 dance"}}]},"shortcode":"BnXGDa9lGbh","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185838,"dimensions":{"height":798,"width":640},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/a25eeb922fc77241a2e1952b590681df/5B929A69/t51.2885-15/e15/40246052_300616720524056_3963017193471669935_n.jpg","edge_liked_by":{"count":0},"edge_media_preview_like":{"count":0},"owner":{"id":"2074315077"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/89d4c0fbbcc7bf9169c54b715a5bc3dc/5B92E3D3/t51.2885-15/e15/c0.79.640.640/40246052_300616720524056_3963017193471669935_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/cc98c624b9cb2677fca72687b58c017b/5B930777/t51.2885-15/e15/c0.79.640.640/s150x150/40246052_300616720524056_3963017193471669935_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/563bc821b18ed83736aed8856474d9df/5B930CBD/t51.2885-15/e15/c0.79.640.640/s240x240/40246052_300616720524056_3963017193471669935_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/b7d0051a58262058f306e4709b65b134/5B92D7C7/t51.2885-15/e15/c0.79.640.640/s320x320/40246052_300616720524056_3963017193471669935_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/3f91fb018a846c76a0b699dec7c2b4b9/5B92C35D/t51.2885-15/e15/c0.79.640.640/s480x480/40246052_300616720524056_3963017193471669935_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/89d4c0fbbcc7bf9169c54b715a5bc3dc/5B92E3D3/t51.2885-15/e15/c0.79.640.640/40246052_300616720524056_3963017193471669935_n.jpg","config_width":640,"config_height":640}],"is_video":true,"video_view_count":0}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984220914738547","edge_media_to_caption":{"edges":[{"node":{"text":"Unfilitered 	 : 1
 instadaily 	 : 1
 couplesofig 	 : 1
 boyfriend\\u2764\\ufe0f 	 : 1
 \\uc774\\ud0dc\\uc6d0 	 : 1
 \\ud654\\uc774\\ud305 	 : 1
 seoulkorea 	 : 1
 seoulmates 	 : 1
 photooftheday 	 : 1
 instatravel 	 : 1
 seoulite 	 : 1
 teacherinkorea 	 : 1
 livinginkorea 	 : 1
 expatlifekorea 	 : 1
 \\uc11c\\uc6b8"}}]},"shortcode":"BnXGMihAWVz","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185837,"dimensions":{"height":1080,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/61e6e8a3ae493c39812f4f261b34fdee/5C3BBFFC/t51.2885-15/e35/40063282_286047738662973_2473030876636622291_n.jpg","edge_liked_by":{"count":0},"edge_media_preview_like":{"count":0},"owner":{"id":"555945497"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/5c104ffbd63172c19ea7c135c6a259a5/5C17BF19/t51.2885-15/sh0.08/e35/s640x640/40063282_286047738662973_2473030876636622291_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/e033f528eaa857452e6aa68db9aa1609/5C27DABE/t51.2885-15/e35/s150x150/40063282_286047738662973_2473030876636622291_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/c9fc751bf24de538513a41bdd5d1aa0b/5C2B69F4/t51.2885-15/e35/s240x240/40063282_286047738662973_2473030876636622291_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/e7022e2b8055c8e985db2360bfcb9f68/5C1E3E4E/t51.2885-15/e35/s320x320/40063282_286047738662973_2473030876636622291_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/90872bd7c7d7a74deb39361b90230c6c/5C19C214/t51.2885-15/e35/s480x480/40063282_286047738662973_2473030876636622291_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/5c104ffbd63172c19ea7c135c6a259a5/5C17BF19/t51.2885-15/sh0.08/e35/s640x640/40063282_286047738662973_2473030876636622291_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984218717133947","edge_media_to_caption":{"edges":[{"node":{"text":"Momentos 	 : 1
 momentospadreehija 	 : 1
 mariagracia 	 : 1
 loveislove 	 : 1
 littlegirl 	 : 1
 little 	 : 1
 peque\\u00f1a 	 : 1
 oufits 	 : 1
 baby 	 : 1
 oufitbaby 	 : 1
 05mesesdevida"}}]},"shortcode":"BnXGMgeBJx7","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185837,"dimensions":{"height":1081,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/8dbe2d63b6b61ed7103342317edc124c/5C2DD67C/t51.2885-15/e35/40727524_2229668207261467_8970368349499243900_n.jpg","edge_liked_by":{"count":0},"edge_media_preview_like":{"count":0},"owner":{"id":"7680737821"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/c5f9ca9f946e9b294fbafd0cc128e665/5C207E5D/t51.2885-15/sh0.08/e35/c0.0.1080.1080/s640x640/40727524_2229668207261467_8970368349499243900_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/b706069140a0587618562514b2792858/5C160469/t51.2885-15/e35/c0.0.1080.1080/s150x150/40727524_2229668207261467_8970368349499243900_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/5c82b62f316a45522eda57a62b844ee2/5C315F6F/t51.2885-15/e35/c0.0.1080.1080/s240x240/40727524_2229668207261467_8970368349499243900_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/a8c638e616f21d2948ff48d777f1389c/5C161111/t51.2885-15/e35/c0.0.1080.1080/s320x320/40727524_2229668207261467_8970368349499243900_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/c79a42305daf96da449f2927a4f99845/5C337F56/t51.2885-15/e35/c0.0.1080.1080/s480x480/40727524_2229668207261467_8970368349499243900_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/c5f9ca9f946e9b294fbafd0cc128e665/5C207E5D/t51.2885-15/sh0.08/e35/c0.0.1080.1080/s640x640/40727524_2229668207261467_8970368349499243900_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984217677680246","edge_media_to_caption":{"edges":[{"node":{"text":"#sweet 	 : 1
 nike 	 : 1
 nike\\u2714\\ufe0f 	 : 1
 justdoit 	 : 1
 doit 	 : 1
 doitagain 	 : 1
 run 	 : 1
 walk 	 : 1
 cardio 	 : 1
 weightlifting 	 : 1
 fitnessjourney 	 : 1
 truelove 	 : 1
 perfect 	 : 1
 body 	 : 1
 mind 	 : 1
 win 	 : 1
 victory 	 : 1
 fitnessmodels 	 : 1
 fitmodels 	 : 1
 fitgirls 	 : 1
 fitgirlsmotivation 	 : 1
 nopainnogain 	 : 1
 rainy 	 : 1
 healthyhnfitgoals 	 : 1
 lifestyle 	 : 1
 goals"}}]},"shortcode":"BnXGMfgD852","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185837,"dimensions":{"height":810,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/6347da9925d3b5acfca6fe91f1569ecf/5C224FCC/t51.2885-15/e35/40101910_1691874267589991_3063360553691454270_n.jpg","edge_liked_by":{"count":0},"edge_media_preview_like":{"count":0},"owner":{"id":"4319749786"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/41b89f2093a8d41fdd4cbf221ff01b5a/5C1B71FB/t51.2885-15/sh0.08/e35/c135.0.810.810/s640x640/40101910_1691874267589991_3063360553691454270_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/bbcd2189aa6ccbf80f4e98827e884860/5C214CCF/t51.2885-15/e35/c135.0.810.810/s150x150/40101910_1691874267589991_3063360553691454270_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/1020b88b4eb196e0a7e8a9a4b9f1056f/5C2591C9/t51.2885-15/e35/c135.0.810.810/s240x240/40101910_1691874267589991_3063360553691454270_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/79e57e9e5abc919b07c70a9755dd6bfc/5C1626B7/t51.2885-15/e35/c135.0.810.810/s320x320/40101910_1691874267589991_3063360553691454270_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/866cf093e9c0712cb638f5c6f98f3a34/5C24D0F0/t51.2885-15/e35/c135.0.810.810/s480x480/40101910_1691874267589991_3063360553691454270_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/41b89f2093a8d41fdd4cbf221ff01b5a/5C1B71FB/t51.2885-15/sh0.08/e35/c135.0.810.810/s640x640/40101910_1691874267589991_3063360553691454270_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984214581623953","edge_media_to_caption":{"edges":[{"node":{"text":"I 	 : 1
 frenchgirl 	 : 1
 france 	 : 1
 sunflower 	 : 1
 summer 	 : 1
 memories 	 : 1
 peace 	 : 1
 piercing 	 : 1
 tattoo"}}]},"shortcode":"BnXGMcnhbyR","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185837,"dimensions":{"height":1350,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/9ef1721190e0151b4e0c926148091151/5C23178C/t51.2885-15/e35/39986897_1978778705479021_2395444771799839413_n.jpg","edge_liked_by":{"count":0},"edge_media_preview_like":{"count":0},"owner":{"id":"429526561"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/3a899c032bf05196f8de05ae22e324fa/5C2BA114/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/39986897_1978778705479021_2395444771799839413_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/3cf2cd33909ba3e97449e977875beeb4/5C1D4B83/t51.2885-15/e35/c0.135.1080.1080/s150x150/39986897_1978778705479021_2395444771799839413_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/189391712aa2117f4b9f03e91686c085/5C1B3385/t51.2885-15/e35/c0.135.1080.1080/s240x240/39986897_1978778705479021_2395444771799839413_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/2bd7c8e769ed123eb76d0ce246ca9393/5C2D13FB/t51.2885-15/e35/c0.135.1080.1080/s320x320/39986897_1978778705479021_2395444771799839413_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/6c8a18e64ee8f346c7e235cc82ace6e1/5C1651BC/t51.2885-15/e35/c0.135.1080.1080/s480x480/39986897_1978778705479021_2395444771799839413_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/3a899c032bf05196f8de05ae22e324fa/5C2BA114/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/39986897_1978778705479021_2395444771799839413_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984215245347047","edge_media_to_caption":{"edges":[{"node":{"text":"Deserve 	 : 1
 coach 	 : 1
 tennis 	 : 1
 hardwork 	 : 1
 work 	 : 1
 food 	 : 1
 foodporn 	 : 1
 foodie 	 : 1
 fitnessmotivation 	 : 1
 motivation 	 : 1
 motivationalquotes 	 : 1
 look 	 : 1
 travelblogger 	 : 1
 hot 	 : 1
 home 	 : 1
 coffee 	 : 1
 cool 	 : 1
 colors 	 : 1
 cold 	 : 1
 sol 	 : 1
 soccer 	 : 1
 hair 	 : 1
 football 	 : 1
 rap 	 : 1
 makeup"}}]},"shortcode":"BnXGMdPFVjn","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185837,"dimensions":{"height":1350,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/cdc1bce1fe2e1bc90c850d570f0e6526/5C1BC720/t51.2885-15/e35/40967379_236702713693686_3479273629793578966_n.jpg","edge_liked_by":{"count":0},"edge_media_preview_like":{"count":0},"owner":{"id":"4823370782"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/3cbb8cde5686e05ae61ad6886c431156/5C242E63/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/40967379_236702713693686_3479273629793578966_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/1bb466948d10e729443a7caf5396c343/5C1E1078/t51.2885-15/e35/c0.135.1080.1080/s150x150/40967379_236702713693686_3479273629793578966_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/2ad6bc2a8cd42f32514de2c6f125b948/5C2E2F32/t51.2885-15/e35/c0.135.1080.1080/s240x240/40967379_236702713693686_3479273629793578966_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/89ccacd02765b7853b8914402cb2d130/5C189B88/t51.2885-15/e35/c0.135.1080.1080/s320x320/40967379_236702713693686_3479273629793578966_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/152b428fbd50d66067d55b6e0a989ca9/5C29E4D2/t51.2885-15/e35/c0.135.1080.1080/s480x480/40967379_236702713693686_3479273629793578966_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/3cbb8cde5686e05ae61ad6886c431156/5C242E63/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/40967379_236702713693686_3479273629793578966_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984217215425859","edge_media_to_caption":{"edges":[{"node":{"text":"Headshot.\\n.\\n.\\n.\\n.\\n#photographybusiness 	 : 1
 photography 	 : 1
 like4likes 	 : 1
 followforfollow 	 : 1
 headshots 	 : 1
 headshotphotography 	 : 1
 portraitphotography 	 : 1
 portrait 	 : 1
 boy 	 : 1
 male 	 : 1
 man 	 : 1
 model 	 : 1
 fff 	 : 1
 lfl 	 : 1
 photoshoot 	 : 1
 blackwhite 	 : 1
 dog 	 : 1
 cockerspaniel 	 : 1
 puppy 	 : 1
 weddingphotographer"}}]},"shortcode":"BnXGMfEgl1D","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185837,"dimensions":{"height":1080,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/d41e784d468915e021323572b52f8af6/5C34723F/t51.2885-15/e35/40958027_285728075365511_336832561198750970_n.jpg","edge_liked_by":{"count":0},"edge_media_preview_like":{"count":0},"owner":{"id":"4089124019"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/6e5bf271cb31af416ad971d156f714c4/5C191B4C/t51.2885-15/sh0.08/e35/s640x640/40958027_285728075365511_336832561198750970_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/cf70d070f60ea872f65342dd6fc3dcec/5C2F3AAD/t51.2885-15/e35/s150x150/40958027_285728075365511_336832561198750970_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/885450fb57e7947e8bbec496ad4bb2d2/5C19F418/t51.2885-15/e35/s240x240/40958027_285728075365511_336832561198750970_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/f4a6e8bd3a0541d9040b133a0ce5c725/5C3624A0/t51.2885-15/e35/s320x320/40958027_285728075365511_336832561198750970_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/0d74b852e6539a474e2145c6f32b5e8a/5C30C9FC/t51.2885-15/e35/s480x480/40958027_285728075365511_336832561198750970_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/6e5bf271cb31af416ad971d156f714c4/5C191B4C/t51.2885-15/sh0.08/e35/s640x640/40958027_285728075365511_336832561198750970_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984218424043437","edge_media_to_caption":{"edges":[{"node":{"text":"o 	 : 1
 Irmao 	 : 1
 Irma 	 : 1
 DiaDoIrmao 	 : 1
 SiblingsDay 	 : 1
 BestOfMe 	 : 1
 FamilyFirst 	 : 1
 GoodVibes 	 : 1
 Love 	 : 1
 Parceria"}}]},"shortcode":"BnXGMgMjGet","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185837,"dimensions":{"height":768,"width":750},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/3e58b4d33f331139b17434be87a3d8eb/5C221F77/t51.2885-15/e35/40527460_330832440824667_5282139847516372054_n.jpg","edge_liked_by":{"count":0},"edge_media_preview_like":{"count":0},"owner":{"id":"188065973"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/4018233d74de4bff230488cbc88ad70c/5C152E46/t51.2885-15/sh0.08/e35/c0.8.703.703/s640x640/40527460_330832440824667_5282139847516372054_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/2c99e43a479ea7904fc829a73877b7a9/5C38D318/t51.2885-15/e35/c0.8.703.703/s150x150/40527460_330832440824667_5282139847516372054_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/b28ce32c3a2efa4fe439cc83a8829f9b/5C2A5A52/t51.2885-15/e35/c0.8.703.703/s240x240/40527460_330832440824667_5282139847516372054_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/6d2a6e8855f957c50f6a4c31134c12b8/5C22BFE8/t51.2885-15/e35/c0.8.703.703/s320x320/40527460_330832440824667_5282139847516372054_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/ac3e69a485596c7c6cb331c0bd864c10/5C1878B2/t51.2885-15/e35/c0.8.703.703/s480x480/40527460_330832440824667_5282139847516372054_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/4018233d74de4bff230488cbc88ad70c/5C152E46/t51.2885-15/sh0.08/e35/c0.8.703.703/s640x640/40527460_330832440824667_5282139847516372054_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984218483445439","edge_media_to_caption":{"edges":[{"node":{"text":".\\n.\\n.\\n.\\n.\\n#quotes 	 : 1
 quote 	 : 1
 writes 	 : 1
 escritos 	 : 1
 reflexion 	 : 1
 reflection 	 : 1
 tagsforlikes 	 : 1
 instaquotes 	 : 1
 picoftheday 	 : 1
 poetry 	 : 1
 poesias 	 : 1
 poems 	 : 1
 phrases 	 : 1
 phrase 	 : 1
 amor 	 : 1
 art 	 : 1
 frasedeldia 	 : 1
 followforlike 	 : 1
 frase 	 : 1
 likeforfollow 	 : 1
 likeforfollowers 	 : 1
 like4like 	 : 1
 likeforlike 	 : 1
